name,train_mrr,val_mrr,mrr,hit@1,val_hit@1,recall@10,val_recall@10,ndcg@5
"rrf+prior[r0.0,d0.05]",0.4714,0.3696,0.4307,0.3,0.25,0.75,0.75,0.3645
"rrf+prior[r0.0,d0.1]",0.4721,0.3696,0.4311,0.3,0.25,0.75,0.75,0.3645
"rrf+prior[r0.0,d0.2]",0.4745,0.3696,0.4325,0.3,0.25,0.75,0.75,0.3719
"rrf+prior[r0.0,d0.3]",0.4745,0.3696,0.4325,0.3,0.25,0.75,0.75,0.3719
"rrf+prior[r0.0,d0.5]",0.4756,0.3709,0.4337,0.3,0.25,0.775,0.75,0.3719
"rrf+prior[r0.05,d0.0]",0.4725,0.3665,0.4301,0.3,0.25,0.75,0.75,0.3609
"rrf+prior[r0.05,d0.05]",0.4729,0.3696,0.4316,0.3,0.25,0.75,0.75,0.3645
"rrf+prior[r0.05,d0.1]",0.4745,0.3696,0.4325,0.3,0.25,0.75,0.75,0.3645
"rrf+prior[r0.05,d0.2]",0.4761,0.3696,0.4335,0.3,0.25,0.75,0.75,0.3719
"rrf+prior[r0.05,d0.3]",0.4762,0.3709,0.4341,0.3,0.25,0.75,0.75,0.3719
"rrf+prior[r0.05,d0.5]",0.4772,0.371,0.4347,0.3,0.25,0.775,0.75,0.3719
"rrf+prior[r0.1,d0.0]",0.4746,0.3665,0.4313,0.3,0.25,0.75,0.75,0.3645
"rrf+prior[r0.1,d0.05]",0.475,0.3696,0.4328,0.3,0.25,0.75,0.75,0.3682
"rrf+prior[r0.1,d0.1]",0.4757,0.3709,0.4338,0.3,0.25,0.75,0.75,0.3682
"rrf+prior[r0.1,d0.2]",0.4774,0.371,0.4348,0.3,0.25,0.75,0.75,0.3756
"rrf+prior[r0.1,d0.3]",0.4774,0.3711,0.4349,0.3,0.25,0.75,0.75,0.3756
"rrf+prior[r0.1,d0.5]",0.4784,0.3711,0.4355,0.3,0.25,0.775,0.75,0.3756
"rrf+prior[r0.2,d0.0]",0.4959,0.3679,0.4447,0.325,0.25,0.75,0.75,0.3704
"rrf+prior[r0.2,d0.05]",0.4964,0.3711,0.4463,0.325,0.25,0.75,0.75,0.3752
"rrf+prior[r0.2,d0.1]",0.4972,0.3712,0.4468,0.325,0.25,0.75,0.75,0.3752
"rrf+prior[r0.2,d0.2]",0.4987,0.3714,0.4478,0.325,0.25,0.75,0.75,0.3825
"rrf+prior[r0.2,d0.3]",0.4987,0.3715,0.4478,0.325,0.25,0.75,0.75,0.3862
"rrf+prior[r0.2,d0.5]",0.4998,0.3715,0.4485,0.325,0.25,0.775,0.75,0.3862
"rrf+prior[r0.3,d0.0]",0.4966,0.3695,0.4458,0.325,0.25,0.75,0.75,0.3704
"rrf+prior[r0.3,d0.05]",0.4972,0.3727,0.4474,0.325,0.25,0.75,0.75,0.3752
"rrf+prior[r0.3,d0.1]",0.4979,0.3728,0.4479,0.325,0.25,0.75,0.75,0.3752
"rrf+prior[r0.3,d0.2]",0.4995,0.373,0.4489,0.325,0.25,0.75,0.75,0.3856
"rrf+prior[r0.3,d0.3]",0.4995,0.3732,0.449,0.325,0.25,0.75,0.75,0.3896
"rrf+prior[r0.3,d0.5]",0.5006,0.3734,0.4497,0.325,0.25,0.775,0.75,0.3896
"rrf+prior[r0.5,d0.0]",0.4967,0.3704,0.4462,0.325,0.25,0.75,0.75,0.3715
"rrf+prior[r0.5,d0.05]",0.4972,0.3738,0.4478,0.325,0.25,0.75,0.75,0.3782
"rrf+prior[r0.5,d0.1]",0.498,0.3741,0.4484,0.325,0.25,0.75,0.75,0.3782
"rrf+prior[r0.5,d0.2]",0.4996,0.3745,0.4496,0.325,0.25,0.75,0.75,0.3856
"rrf+prior[r0.5,d0.3]",0.4996,0.3749,0.4497,0.325,0.25,0.75,0.75,0.3896
"rrf+prior[r0.5,d0.5]",0.5006,0.3749,0.4503,0.325,0.25,0.775,0.75,0.3896
